id,canonical_name,primary_category,secondary_category,vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_1c5182,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 25+18 mm Troldtekt Plus:, - 25 mm Troldtekt, - 18 mm mineraluld 70 kg/m3, TKH 43 mm, Extrem fin stru...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9333,0.95,odeon,Troldtekt Plus monteret direkte på beton,0.15,0.4,0.9,1.0,0.9,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_2f109d,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 25+40 mm Troldtekt Plus:, - 25 mm Troldtekt, - 40 mm mineraluld 70 kg/m3, TKH 65 mm, Extreme fin str...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,1.0,1.0,odeon,Troldtekt Plus monteret direkte på beton,0.25,0.85,1.0,1.0,1.0,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_33eb8a,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 35+18 mm Troldtekt Plus:, - 35 mm Troldtekt, - 18 mm mineraluld 70 kg/m3, TKH 53 mm, Fin struktur - ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.95,0.925,odeon,Troldtekt Plus monteret direkte på beton,0.2,0.45,1.0,1.0,0.85,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_498093,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 25+40 mm Troldtekt Plus:, - 25 mm Troldtekt, - 40 mm mineraluld 70 kg/m3, TKH 65 mm, Ultrafin strukt...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,1.0,1.0,odeon,Troldtekt Plus monteret direkte på beton,0.3,0.85,1.0,1.0,1.0,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_4def9e,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 35+18 mm Troldtekt Plus:, - 35 mm Troldtekt, - 18 mm mineraluld 70 kg/m3, TKH 53 mm, Extrem fin stru...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9667,0.95,odeon,Troldtekt Plus monteret direkte på beton,0.15,0.45,1.0,1.0,0.9,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_768772,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 25+18 mm Troldtekt Plus:, - 25 mm Troldtekt, - 18 mm mineraluld 70 kg/m3, TKH 43 mm, Ultrafin strukt...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9333,0.95,odeon,Troldtekt Plus monteret direkte på beton,0.15,0.4,0.9,1.0,0.9,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_c16ce2,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 35+40 mm Troldtekt Plus:, - 35 mm Troldtekt, - 40 mm mineraluld 70 kg/m3, TKH 75 mm, Ultrafin strukt...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9833,0.975,odeon,Troldtekt Plus monteret direkte på beton,0.3,0.9,1.0,1.0,0.95,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_c3807f,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 35+40 mm Troldtekt Plus:, - 35 mm Troldtekt, - 40 mm mineraluld 70 kg/m3, TKH 75 mm, Extrem fin stru...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,1.0,1.0,odeon,Troldtekt Plus monteret direkte på beton,0.35,0.9,1.0,1.0,1.0,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_f32ab2,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 35+40 mm Troldtekt Plus:, - 35 mm Troldtekt, - 40 mm mineraluld 70 kg/m3, TKH 75 mm, Fin struktur - ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9667,0.975,odeon,Troldtekt Plus monteret direkte på beton,0.3,0.9,1.0,0.95,0.95,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_plus_mont_f6f098,"Troldtekt - Troldtekt Plus monteret direkte på beton - Configuration: Beton, 25+40 mm Troldtekt Plus:, - 25 mm Troldtekt, - 40 mm mineraluld 70 kg/m3, TKH 65 mm, Fin struktur - ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9833,0.975,odeon,Troldtekt Plus monteret direkte på beton,0.3,0.95,1.0,1.0,0.95,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_0471d0,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 175 mm afstand, Troldtekt ventilation aktiv:, - 25 mm Troldtekt ventilation, TKH 200, Extrem fin str...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.7167,0.875,odeon,Troldtekt ventilation i nedhængte lofter,0.3,0.65,0.75,0.6,0.8,0.95,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_0e9fd0,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 175 mm afstand, Troldtekt ventilation aktiv:, - 25 mm Troldtekt ventilation, TKH 200, Grov struktur ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.6833,0.9,odeon,Troldtekt ventilation i nedhængte lofter,0.35,0.8,0.65,0.55,0.85,0.95,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_1656a1,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 55 mm afstand, Troldtekt ventilation passiv:, - 25 mm Troldtekt ventilation, - 25 mm mineraluld 70 k...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9667,0.95,odeon,Troldtekt ventilation i nedhængte lofter,0.65,1.0,1.0,1.0,0.9,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_45db9c,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 175 mm afstand, Troldtekt ventilation aktiv:, - 25 mm Troldtekt ventilation, TKH 200, Fin struktur -...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.6,0.8,odeon,Troldtekt ventilation i nedhængte lofter,0.25,0.5,0.6,0.5,0.7,0.9,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_8bd434,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 150 mm afstand, Troldtekt ventilation passiv:, - 25 mm Troldtekt ventilation, - 25 mm mineraluld 70 ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.8833,0.9,odeon,Troldtekt ventilation i nedhængte lofter,0.5,0.95,0.95,0.85,0.85,0.95,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_9aaade,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 150 mm afstand, Troldtekt ventilation passiv:, - 25 mm Troldtekt ventilation, - 25 mm mineraluld 70 ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9833,0.975,odeon,Troldtekt ventilation i nedhængte lofter,0.45,1.0,1.0,1.0,0.95,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_9c0d4a,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 150 mm afstand, Troldtekt ventilation passiv:, - 25 mm Troldtekt ventilation, - 25 mm mineraluld 70 ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9833,0.975,odeon,Troldtekt ventilation i nedhængte lofter,0.5,0.95,1.0,1.0,0.95,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_b7802a,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 150 mm afstand Troldtekt ventilation passiv:, - 25 mm Troldtekt ventilation, - 25 mm mineraluld 70 k...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.9667,0.95,odeon,Troldtekt ventilation i nedhængte lofter,0.5,0.95,1.0,1.0,0.9,1.0,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_bae048,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 175 mm afstand, Troldtekt ventilation aktiv:, - 25 mm Troldtekt ventilation, TKH 200, Ultrafin struk...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.7,0.85,odeon,Troldtekt ventilation i nedhængte lofter,0.3,0.65,0.75,0.6,0.75,0.95,0.0
odeon_wooden_concrete_alternative_porous_troldtekt_troldtekt_ventilati_ca0c8c,"Troldtekt - Troldtekt ventilation i nedhængte lofter - Configuration: Beton, 150 mm afstand, Troldtekt ventilation passiv:, - 25 mm Troldtekt ventilation, - 25 mm mineraluld 70 ...",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,1.0,1.0,odeon,Troldtekt ventilation i nedhængte lofter,0.5,0.95,1.0,1.0,1.0,1.0,0.0
odeon_wood_gustafs_gustafs_nano_c6d73b,Gustafs - Nano - Open area: 0.059 - NRC: 0.9 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8667,0.75,odeon,Nano,0.45,0.95,0.9,0.9,0.8,0.7,0.0
odeon_wood_gustafs_gustafs_nano_ef48f8,Gustafs - Nano - Open area: 0.059 - NRC: 0.75 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7167,0.625,odeon,Nano,0.4,0.8,0.85,0.65,0.65,0.6,0.0
odeon_wood_gustafs_gustafs_pd8_3ed77f,Gustafs - PD8 - Open area: 0.24 - NRC: 0.9 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8833,0.75,odeon,PD8,0.65,1.0,0.95,0.9,0.8,0.7,0.0
odeon_wood_gustafs_gustafs_pg5_817cee,Gustafs - PG5 - Open area: 0.03 - NRC: 0.4 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.35,0.2,odeon,PG5,0.45,0.45,0.4,0.4,0.25,0.15,0.0
odeon_wood_gustafs_gustafs_pg8_098a8c,Gustafs - PG8 - Open area: 0.08 - NRC: 0.65 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5833,0.375,odeon,PG8,0.55,0.75,0.7,0.65,0.4,0.35,0.0
odeon_wood_gustafs_gustafs_ph10_5b6a95,Gustafs - PH10 - Open area: 0.18 - NRC: 0.9 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8333,0.675,odeon,PH10,0.65,1.0,0.9,0.85,0.75,0.6,0.0
odeon_wood_gustafs_gustafs_ph5_560f76,Gustafs - PH5 - Open area: 0.05 - NRC: 0.5 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.4333,0.25,odeon,PH5,0.5,0.65,0.55,0.45,0.3,0.2,0.0
odeon_wood_gustafs_gustafs_ph8_490c21,Gustafs - PH8 - Open area: 0.12 - NRC: 0.8 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7333,0.475,odeon,PH8,0.65,0.95,0.85,0.8,0.55,0.4,0.0
odeon_wood_gustafs_gustafs_ph8_funnel_b5aa51,Gustafs - PH8-Funnel - Open area: 0.12 - NRC: 0.85 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.85,0.475,odeon,PH8-Funnel,0.55,0.9,0.95,1.0,0.6,0.35,0.0
odeon_wood_gustafs_gustafs_ps2_2c5136,Gustafs - PS2 - Open area: 0.02 - NRC: 0.45 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3667,0.15,odeon,PS2,0.55,0.7,0.55,0.35,0.2,0.1,0.0
odeon_wood_gustafs_gustafs_qs_c6181f,Gustafs - QS - Open area: 0.28 - NRC: 0.75 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7667,0.7,odeon,QS,0.4,0.75,0.75,0.8,0.75,0.65,0.0
odeon_wood_gustafs_gustafs_rp8_bar_d6b030,Gustafs - RP8-Bar - Open area: 0.016 - NRC: 0.6 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5833,0.45,odeon,RP8-Bar,0.4,0.7,0.65,0.6,0.5,0.4,0.0
odeon_wood_gustafs_gustafs_rp8_c10_87df02,Gustafs - RP8-C10 - Open area: 0.028 - NRC: 0.95 - Use: Ceiling - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,1.0,0.975,odeon,RP8-C10,0.3,0.85,1.0,1.0,1.0,0.95,0.0
odeon_wood_gustafs_gustafs_rp8_c20_aa445b,Gustafs - RP8-C20 - Open area: 0.017 - NRC: 0.7 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6667,0.55,odeon,RP8-C20,0.4,0.75,0.7,0.7,0.6,0.5,0.0
odeon_wood_gustafs_gustafs_rs5_e5b71b,Gustafs - RS5 - Open area: 0.16 - NRC: 0.75 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7333,0.575,odeon,RS5,0.5,0.75,0.8,0.75,0.65,0.5,0.0
odeon_wood_gustafs_gustafs_rs8_fd8848,Gustafs - RS8 - Open area: 0.13 - NRC: 0.65 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6333,0.5,odeon,RS8,0.45,0.7,0.7,0.65,0.55,0.45,0.0
odeon_wood_gustafs_gustafs_sg5_f8c9d8,Gustafs - SG5 - Open area: 0.12 - NRC: 0.7 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6667,0.45,odeon,SG5,0.55,0.85,0.8,0.7,0.5,0.4,0.0
odeon_wood_gustafs_gustafs_sg8_78eeb6,Gustafs - SG8 - Open area: 0.2 - NRC: 0.85 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7833,0.575,odeon,SG8,0.55,1.0,0.9,0.85,0.6,0.55,0.0
odeon_wood_gustafs_gustafs_sh5_bb9661,Gustafs - SH5 - Open area: 0.15 - NRC: 0.8 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.75,0.525,odeon,SH5,0.65,0.95,0.85,0.8,0.6,0.45,0.0
odeon_wood_gustafs_gustafs_sh8_44f20f,Gustafs - SH8 - Open area: 0.26 - NRC: 0.9 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8667,0.675,odeon,SH8,0.65,1.0,0.95,0.9,0.75,0.6,0.0
odeon_wood_gustafs_gustafs_sm5_db6488,Gustafs - SM5 - Open area: 0.15 - NRC: 0.75 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7333,0.575,odeon,SM5,0.5,0.75,0.8,0.75,0.65,0.5,0.0
odeon_wood_gustafs_gustafs_sm8_34fb80,Gustafs - SM8 - Open area: 0.26 - NRC: 0.85 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8667,0.8,odeon,SM8,0.5,0.8,0.9,0.85,0.85,0.75,0.0
odeon_wood_gustafs_gustafs_sx5_64a337,Gustafs - SX5 - Open area: 0.18 - NRC: 0.75 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7333,0.6,odeon,SX5,0.5,0.8,0.8,0.75,0.65,0.55,0.0
odeon_wood_gustafs_gustafs_sx8_c546cf,Gustafs - SX8 - Open area: 0.29 - NRC: 0.85 - Use: Ceiling - Air void [mm]: 200,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.85,0.75,odeon,SX8,0.5,0.8,0.9,0.85,0.8,0.7,0.0
odeon_wood_gustafs_gustafs_nano_2fcf9d,Gustafs - Nano - Open area: 0.059 - NRC: 0.9 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8833,0.7,odeon,Nano,0.35,0.9,1.0,0.9,0.75,0.65,0.0
odeon_wood_gustafs_gustafs_pd8_15f836,Gustafs - PD8 - Open area: 0.24 - NRC: 0.9 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.9,0.7,odeon,PD8,0.3,0.8,1.0,0.95,0.75,0.65,0.0
odeon_wood_gustafs_gustafs_pg5_bedf79,Gustafs - PG5 - Open area: 0.03 - NRC: 0.4 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3333,0.175,odeon,PG5,0.4,0.5,0.45,0.35,0.2,0.15,0.0
odeon_wood_gustafs_gustafs_pg8_60aac6,Gustafs - PG8 - Open area: 0.08 - NRC: 0.65 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6,0.35,odeon,PG8,0.4,0.85,0.8,0.6,0.4,0.3,0.0
odeon_wood_gustafs_gustafs_ph10_c9bac2,Gustafs - PH10 - Open area: 0.18 - NRC: 0.85 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8667,0.625,odeon,PH10,0.35,0.85,1.0,0.9,0.7,0.55,0.0
odeon_wood_gustafs_gustafs_ph5_5cea7a,Gustafs - PH5 - Open area: 0.05 - NRC: 0.5 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.45,0.225,odeon,PH5,0.5,0.7,0.65,0.45,0.25,0.2,0.0
odeon_wood_gustafs_gustafs_ph8_eb37d4,Gustafs - PH8 - Open area: 0.12 - NRC: 0.8 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7667,0.475,odeon,PH8,0.35,0.85,1.0,0.75,0.55,0.4,0.0
odeon_wood_gustafs_gustafs_ph8_funnel_666471,Gustafs - PH8-Funnel - Open area: 0.12 - NRC: 0.85 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8167,0.425,odeon,PH8-Funnel,0.35,0.85,0.95,1.0,0.5,0.35,0.0
odeon_wood_gustafs_gustafs_ps2_50073d,Gustafs - PS2 - Open area: 0.02 - NRC: 0.5 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.3833,0.1,odeon,PS2,0.3,0.85,0.7,0.3,0.15,0.05,0.0
odeon_wood_gustafs_gustafs_qs_2e12ad,Gustafs - QS - Open area: 0.28 - NRC: 0.65 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6,0.425,odeon,QS,0.35,0.7,0.85,0.5,0.45,0.4,0.0
odeon_wood_gustafs_gustafs_rp8_bar_d09040,Gustafs - RP8-Bar - Open area: 0.016 - NRC: 0.6 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5833,0.4,odeon,RP8-Bar,0.4,0.7,0.7,0.6,0.45,0.35,0.0
odeon_wood_gustafs_gustafs_rp8_c10_fa0911,Gustafs - RP8-C10 - Open area: 0.028 - NRC: 0.95 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,1.0,0.975,odeon,RP8-C10,0.3,0.85,1.0,1.0,1.0,0.95,0.0
odeon_wood_gustafs_gustafs_rp8_c20_bd1e00,Gustafs - RP8-C20 - Open area: 0.017 - NRC: 0.7 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.6833,0.5,odeon,RP8-C20,0.35,0.8,0.8,0.7,0.55,0.45,0.0
odeon_wood_gustafs_gustafs_rs5_4a4051,Gustafs - RS5 - Open area: 0.16 - NRC: 0.8 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8,0.575,odeon,RS5,0.35,0.7,0.95,0.8,0.65,0.5,0.0
odeon_wood_gustafs_gustafs_rs8_95ab56,Gustafs - RS8 - Open area: 0.13 - NRC: 0.7 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7,0.5,odeon,RS8,0.35,0.7,0.85,0.7,0.55,0.45,0.0
odeon_wood_gustafs_gustafs_sg5_afebec,Gustafs - SG5 - Open area: 0.12 - NRC: 0.75 - Use: Wall - Air void [mm]: 30,Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7167,0.425,odeon,SG5,0.35,0.9,0.95,0.7,0.5,0.35,0.0
